"PLT_CN","wbp_occurances","CN","PLOT","LAT","LON","ELEV"
"344","2951749010690",1,"2951749010690",439,44.797072,-112.282828,8400
"345","2951801010690",8,"2951801010690",440,44.796005,-112.215794,8600
"346","2951824010690",1,"2951824010690",441,44.781536,-112.134593,8800
"347","2952607010690",27,"2952607010690",555,44.574753,-111.893112,9200
"348","2958601010690",4,"2958601010690",86,45.236748,-109.524142,7800
"349","2958824010690",23,"2958824010690",106,45.203332,-109.661252,8600
"350","2958863010690",25,"2958863010690",109,45.193734,-109.470512,9200
"351","2958909010690",14,"2958909010690",110,45.195652,-109.413169,8800
"352","2959110010690",15,"2959110010690",135,45.145837,-109.456529,8900
"353","2959152010690",1,"2959152010690",136,45.147873,-109.408135,8400
"354","2959339010690",7,"2959339010690",163,45.099335,-109.349747,8400
"355","2959556010690",3,"2959556010690",181,45.058876,-109.78402,9200
"356","2959638010690",17,"2959638010690",188,45.044409,-109.348788,8900
"357","2959760010690",10,"2959760010690",207,45.026712,-109.723771,9000
"358","2959800010690",12,"2959800010690",208,45.007279,-109.677251,9100
"359","2959864010690",46,"2959864010690",211,45.016715,-109.494272,9700
"360","2992746010690",1,"2992746010690",65,45.915059,-111.014964,8300
"361","2992888010690",18,"2992888010690",93,45.816941,-110.946716,8300
"362","2993896010690",14,"2993896010690",177,45.456855,-111.117168,8500
"363","2993976010690",9,"2993976010690",179,45.475817,-111.013572,8800
"364","2994042010690",9,"2994042010690",181,45.415945,-111.325411,8200
"365","2994520010690",3,"2994520010690",199,45.341673,-111.07481,8700
"366","2994717010690",24,"2994717010690",204,45.301173,-111.064553,9000
"367","2994820010690",1,"2994820010690",208,45.250712,-111.12694,8300
"368","2995149010690",1,"2995149010690",218,45.1589,-111.121648,8200
"369","2995499010690",18,"2995499010690",229,45.063535,-111.049045,8950
"370","2995537010690",3,"2995537010690",230,45.022586,-111.32064,8000
"371","2995704010690",9,"2995704010690",235,44.983871,-111.322961,9200
"372","2995743010690",15,"2995743010690",236,44.98855,-111.251949,8300
"373","2995772010690",6,"2995772010690",237,44.967988,-111.175773,8100
"374","2995836010690",6,"2995836010690",239,44.97053,-111.059598,7840
"375","2995908010690",1,"2995908010690",240,44.940647,-111.327789,8300
"376","2995963010690",4,"2995963010690",242,44.934654,-111.192147,9200
"377","2996297010690",1,"2996297010690",251,44.848971,-111.271588,8300
"378","2996850010690",2,"2996850010690",276,44.581851,-111.125479,7600
"379","3013613010690",10,"3013613010690",83,46.123635,-112.304206,7700
"380","3014026010690",2,"3014026010690",102,46.04359,-112.375995,8000
"381","3058508010690",23,"3058508010690",12,45.721686,-112.423327,8300
"382","3059498010690",28,"3059498010690",65,45.592069,-112.096956,8700
"383","3059645010690",25,"3059645010690",67,45.604113,-111.958697,8600
"384","3059916010690",6,"3059916010690",86,45.543702,-112.071677,8400
"385","3060094010690",2,"3060094010690",94,45.567058,-111.580021,5600
"386","3060241010690",11,"3060241010690",107,45.51201,-112.091559,8100
"387","3060283010690",7,"3060283010690",108,45.520783,-112.018743,9000
"388","3061155010690",5,"3061155010690",154,45.434159,-111.513456,8500
"389","3061193010690",10,"3061193010690",155,45.4219,-111.43026,7900
"390","3062475010690",15,"3062475010690",223,45.286158,-111.379502,8300
"391","3062576010690",1,"3062576010690",224,45.232141,-111.381691,7400
"392","3062788010690",3,"3062788010690",239,45.192101,-111.494727,7800
"393","3062802010690",8,"3062802010690",240,45.200401,-111.446415,9400
"394","3062832010690",45,"3062832010690",241,45.198844,-111.378922,8900
"395","3063028010690",1,"3063028010690",248,45.165051,-112.037828,6800
"396","3063060010690",7,"3063060010690",249,45.155754,-111.968957,8500
"397","3063258010690",14,"3063258010690",257,45.166244,-111.433423,8500
"398","3063314010690",21,"3063314010690",258,45.165547,-111.376156,8600
"399","3063523010690",6,"3063523010690",268,45.098276,-111.838348,7600
"400","3063736010690",12,"3063736010690",275,45.111426,-111.387473,9200
"401","3063873010690",2,"3063873010690",283,45.065,-111.834051,8500
"402","3064304010690",3,"3064304010690",305,45.025814,-111.433633,8700
"403","3064446010690",23,"3064446010690",312,44.982354,-111.810021,9100
"404","3064506010690",6,"3064506010690",313,44.982636,-111.769438,8800
"405","3064565010690",24,"3064565010690",317,44.980428,-111.523345,8800
"406","3064615010690",4,"3064615010690",319,44.973742,-111.395194,8700
"407","3064812010690",1,"3064812010690",330,44.921928,-111.52028,7700
"408","3064854010690",3,"3064854010690",331,44.928584,-111.435436,9600
"409","3064877010690",15,"3064877010690",332,44.939602,-111.37468,8300
"410","3065050010690",25,"3065050010690",338,44.879509,-111.840232,9400
"411","3065094010690",2,"3065094010690",339,44.879049,-111.778186,8600
"412","3065178010690",6,"3065178010690",343,44.885065,-111.509818,8300
"413","3065288010690",11,"3065288010690",347,44.826046,-112.093718,8600
"414","3065361010690",19,"3065361010690",352,44.835902,-111.768749,9000
"415","3065506010690",4,"3065506010690",357,44.841165,-111.460084,9100
"416","3065596010690",11,"3065596010690",362,44.800479,-111.813798,8700
"417","3065795010690",3,"3065795010690",369,44.799707,-111.387812,8300
"418","3065883010690",3,"3065883010690",372,44.738633,-111.628522,7600
"419","3088728010690",11,"3088728010690",14,46.145964,-110.288595,7500
"420","3088929010690",38,"3088929010690",27,46.056766,-110.433243,8900
"421","3089123010690",4,"3089123010690",42,45.971719,-110.350213,7800
"422","3090062010690",1,"3090062010690",115,45.561614,-110.411341,8700
"423","3090080010690",11,"3090080010690",116,45.546101,-110.371791,7400
"424","3090181010690",19,"3090181010690",119,45.506345,-110.866366,8600
"425","3090236010690",5,"3090236010690",120,45.511651,-110.801061,7800
"426","3090524010690",5,"3090524010690",130,45.473039,-110.865165,8100
"427","3090581010690",16,"3090581010690",131,45.473851,-110.803753,8400
"428","3090719010690",2,"3090719010690",138,45.472247,-110.363657,7500
"429","3090788010690",20,"3090788010690",141,45.433444,-110.87421,6800
"430","3090923010690",16,"3090923010690",148,45.433927,-110.436963,8600
"431","3091160010690",4,"3091160010690",160,45.379525,-110.362145,9600
"432","3091181010690",33,"3091181010690",162,45.380497,-110.228019,8700
"433","3091243010690",3,"3091243010690",163,45.327296,-110.999502,7900
"434","3091497010690",9,"3091497010690",173,45.331806,-110.36013,9600
"435","3091520010690",1,"3091520010690",174,45.3422,-110.291085,8000
"436","3092036010690",12,"3092036010690",194,45.234109,-110.670813,9300
"437","3092062010690",21,"3092062010690",195,45.238417,-110.60963,9000
"438","3092297010690",4,"3092297010690",200,45.240499,-110.293627,9500
"439","3092348010690",6,"3092348010690",201,45.23478,-110.244011,8200
"440","3092487010690",3,"3092487010690",206,45.192868,-110.734705,8200
"441","3092554010690",2,"3092554010690",207,45.187282,-110.664718,8200
"442","3092617010690",15,"3092617010690",208,45.188013,-110.611249,9200
"443","3092650010690",12,"3092650010690",209,45.210346,-110.563977,8300
"444","3092937010690",6,"3092937010690",220,45.16307,-110.697943,9000
"445","3093005010690",8,"3093005010690",222,45.14008,-110.550523,8800
"446","3093044010690",12,"3093044010690",223,45.162299,-110.482911,9100
"447","3093129010690",1,"3093129010690",225,45.155477,-110.378648,9000
"448","3093157010690",15,"3093157010690",227,45.154705,-110.250161,8900
"449","3093213010690",10,"3093213010690",229,45.140239,-110.115529,9000
"450","3093259010690",7,"3093259010690",230,45.163172,-110.056643,9300
"451","3093355010690",3,"3093355010690",235,45.113945,-110.947382,9400
"452","3093516010690",20,"3093516010690",241,45.095156,-110.572482,9000
"453","3093562010690",11,"3093562010690",242,45.104768,-110.501227,8200
"454","3093735010690",34,"3093735010690",245,45.120847,-110.305279,9700
"455","3093784010690",14,"3093784010690",246,45.111314,-110.222762,9300
"456","3094190010690",10,"3094190010690",260,45.052819,-110.565178,8600
"457","3094238010690",6,"3094238010690",261,45.070518,-110.491363,8600
"458","3094399010690",10,"3094399010690",265,45.067328,-110.241143,9600
"459","3094514010690",40,"3094514010690",270,45.047807,-109.937907,9500
"460","3094580010690",19,"3094580010690",271,45.05691,-109.855185,9000
"461","3094631010690",4,"3094631010690",272,45.031137,-111.019819,8120
"462","3095208010690",25,"3095208010690",284,45.025898,-110.237884,9441
"463","3095246010690",1,"3095246010690",285,45.013746,-110.173321,6715
"464","31362279010690",22,"31362279010690",84707,44.705473,-111.321487,8505
"465","3137470010690",3,"3137470010690",158,45.368881,-109.907646,7800
"466","3137507010690",6,"3137507010690",159,45.372779,-109.846269,7500
"467","3137656010690",1,"3137656010690",168,45.3434,-109.790703,8400
"468","3137685010690",20,"3137685010690",169,45.330893,-109.716952,8500
"469","3137784010690",3,"3137784010690",172,45.282846,-110.050834,9200
"470","3137833010690",19,"3137833010690",175,45.274644,-109.844436,9500
"471","3137974010690",7,"3137974010690",182,45.253019,-109.842327,9900
"472","3138022010690",1,"3138022010690",190,45.205144,-109.741431,9300
"473","3138277010690",28,"3138277010690",31,46.044816,-110.235615,8400
"474","3139236010690",1,"3139236010690",155,45.556371,-110.037268,6900
"475","3139472010690",9,"3139472010690",162,45.517127,-109.975199,8000
"476","3139539010690",28,"3139539010690",164,45.459803,-110.116936,9200
"477","3139666010690",25,"3139666010690",169,45.424908,-110.031837,9200
"478","3139723010690",19,"3139723010690",170,45.408332,-109.988671,8000
"479","3139782010690",4,"3139782010690",171,45.386282,-110.155128,8500
"480","3139831010690",1,"3139831010690",172,45.37705,-110.124613,8600
"481","3139855010690",4,"3139855010690",173,45.363879,-110.05331,7800
"482","3139900010690",2,"3139900010690",174,45.38131,-109.986599,8400
"483","3139925010690",1,"3139925010690",175,45.340351,-110.151983,7800
"484","3139988010690",4,"3139988010690",176,45.32746,-110.113893,9300
"485","3140014010690",14,"3140014010690",179,45.254142,-110.180032,9300
"486","3140047010690",5,"3140047010690",181,45.193736,-110.166897,8800
"487","31429825010690",1,"31429825010690",92622,45.143196,-109.53542,9070
"488","31429861010690",9,"31429861010690",93542,45.100164,-109.418046,9575
"489","31437088010690",1,"31437088010690",82610,44.844357,-111.25482,8367
"490","31437711010690",51,"31437711010690",95165,45.289018,-111.060792,9284
"491","31441196010690",2,"31441196010690",90819,46.164656,-112.251428,7458
"492","31446521010690",5,"31446521010690",80444,45.641625,-112.092746,8519
"493","31446627010690",20,"31446627010690",80977,44.832377,-112.075095,8728
"494","31446895010690",3,"31446895010690",86253,44.792705,-111.756077,9027
"495","31446925010690",19,"31446925010690",87597,44.976451,-111.755497,8839
"496","31447711010690",25,"31447711010690",94034,45.199688,-111.891754,8462
"497","31447793010690",13,"31447793010690",95513,45.13522,-111.405039,8448
"498","31450888010690",7,"31450888010690",80615,45.152245,-110.554046,8734
"499","31451390010690",2,"31451390010690",88419,45.018669,-110.939543,8282
"500","31451575010690",21,"31451575010690",89355,45.149967,-110.237184,8640
"501","31451656010690",11,"31451656010690",91030,45.512517,-110.866506,8697
"502","31451749010690",28,"31451749010690",91801,45.015729,-110.24221,9434
"503","31459241010690",4,"31459241010690",86848,45.287778,-110.051425,9115
"504","31761993010690",6,"31761993010690",93281,44.567205,-111.818922,7911
"505","31763792010690",18,"31763792010690",85583,44.884019,-111.88179,8478
"506","3269318010690",1,"3269318010690",53,44.38923,-111.07987,8370
"507","35375008010690",55,"35375008010690",86626,44.56647,-111.878789,9132
"508","35375009010690",23,"35375009010690",88713,44.568591,-111.572349,7865
"509","35375282010690",1,"35375282010690",86072,45.055162,-109.731315,10002
"510","35375283010690",43,"35375283010690",84373,45.055149,-109.343206,8902
"511","35375941010690",10,"35375941010690",89928,45.912954,-110.987878,8209
"512","35376675010690",23,"35376675010690",95837,45.108447,-111.388501,9276
"513","35376687010690",21,"35376687010690",91643,44.925359,-111.383307,8241
"514","35376688010690",18,"35376688010690",85583,44.884019,-111.88179,8507
"515","35376694010690",8,"35376694010690",80423,44.789657,-111.383489,8416
"516","35376702010690",95,"35376702010690",80129,45.221402,-111.551311,9320
"517","35376915010690",29,"35376915010690",82697,45.199578,-110.560791,8392
"518","35376924010690",7,"35376924010690",95246,45.062264,-110.556265,8647
"519","35376937010690",1,"35376937010690",95572,45.038254,-110.211162,8500
"520","35377703010690",52,"35377703010690",81518,45.418458,-110.036842,9262
"521","35377704010690",9,"35377704010690",95577,45.387193,-110.17757,8491
"522","35377705010690",10,"35377705010690",93626,45.201475,-110.163118,8874
"523","37273864010690",6,"37273864010690",93281,44.567205,-111.818922,7911
"524","37274005010690",22,"37274005010690",94826,45.146333,-109.471156,8988
"525","37274009010690",2,"37274009010690",89632,45.100221,-109.347061,8354
"526","37274352010690",27,"37274352010690",81406,45.467763,-111.004091,8734
"527","37274355010690",1,"37274355010690",90894,45.156251,-111.198238,8403
"528","37274357010690",13,"37274357010690",81788,44.973338,-111.319817,9292
"529","37274828010690",8,"37274828010690",91670,45.15373,-110.49075,9163
"530","37274834010690",4,"37274834010690",84428,45.107806,-109.984571,8967
"531","37275826010690",11,"37275826010690",81547,44.521328,-111.505628,8275
"532","40389465010690",1,"40389465010690",85226,43.357151,-111.306586,7736
"533","40390214010690",11,"40390214010690",87729,44.526852,-111.441277,8001
"534","40390260010690",2,"40390260010690",88118,44.568199,-111.487681,8788
"535","40393973010690",1,"40393973010690",91152,44.521572,-111.815845,7632
"536","40393986010690",8,"40393986010690",93487,44.529619,-112.125326,8388
"537","40394245010690",7,"40394245010690",88513,45.193,-109.472833,9242
"538","40394250010690",7,"40394250010690",80087,45.142332,-109.411866,8361
"539","40394265010690",70,"40394265010690",86919,45.013921,-109.46501,9770
"540","40394955010690",52,"40394955010690",94524,45.424869,-111.316038,8238
"541","40394966010690",11,"40394966010690",92323,44.973639,-111.254913,8318
"542","40394967010690",8,"40394967010690",93871,44.92943,-111.312259,8322
"543","40394971010690",8,"40394971010690",92386,44.750144,-111.317631,8590
"544","40394979010690",5,"40394979010690",95488,45.140908,-111.284413,8618
"545","40395292010690",18,"40395292010690",81353,46.138831,-112.292676,7763
"546","40395646010690",33,"40395646010690",93188,45.604975,-111.957253,8610
"547","40395650010690",15,"40395650010690",84463,45.554805,-112.147661,8213
"548","40395653010690",43,"40395653010690",92217,45.511306,-112.08389,8172
"549","40395658010690",25,"40395658010690",81271,45.456751,-111.956478,9236
"550","40395665010690",24,"40395665010690",85719,45.374563,-111.440795,8856
"551","40395677010690",22,"40395677010690",92088,45.203521,-111.442769,9521
"552","40395679010690",18,"40395679010690",90518,45.150096,-111.95873,8608
"553","40395688010690",11,"40395688010690",83045,45.018008,-111.448631,8732
"554","40395694010690",13,"40395694010690",84477,44.886714,-111.824402,9385
"555","40395695010690",4,"40395695010690",86817,44.887084,-111.511078,8262
"556","40395696010690",15,"40395696010690",88775,44.836619,-111.755881,9111
"557","40395697010690",8,"40395697010690",83303,44.838243,-111.439261,9055
"558","40395705010690",3,"40395705010690",87543,45.220803,-111.467732,8561
"559","40395706010690",19,"40395706010690",83336,44.854799,-112.117425,8728
"560","40395918010690",74,"40395918010690",89020,45.286852,-110.614457,9635
"561","40395921010690",28,"40395921010690",87278,45.245454,-110.613529,9075
"562","40395922010690",4,"40395922010690",89485,45.2471,-110.293499,9538
"563","40395924010690",12,"40395924010690",92575,45.200151,-110.495484,9155
"564","40395927010690",17,"40395927010690",87847,45.14701,-110.120596,9025
"565","40395929010690",22,"40395929010690",88439,45.109081,-110.237354,9407
"566","40395941010690",3,"40395941010690",87939,45.051217,-110.456981,8480
"567","40395942010690",5,"40395942010690",93963,45.033238,-110.140348,8479
"568","40396705010690",2,"40396705010690",83754,45.329691,-109.794133,8433
"569","40396745010690",49,"40396745010690",95066,45.469494,-110.107444,9181
"570","40396746010690",6,"40396746010690",81822,45.377291,-110.113875,8600
"571","40396747010690",4,"40396747010690",89242,45.331607,-110.101012,9340
"572","40405616010690",29,"40405616010690",89925,43.840292,-109.501911,9575
"573","40405617010690",7,"40405617010690",83372,43.802342,-110.017455,9420
"574","40405619010690",18,"40405619010690",85404,43.796064,-109.327158,10100
"575","40405630010690",31,"40405630010690",87239,43.703572,-109.199645,9532
"576","40405644010690",7,"40405644010690",89889,43.531233,-109.825754,9550
"577","40405650010690",20,"40405650010690",84691,43.488881,-110.005021,8750
"578","40405659010690",24,"40405659010690",90494,43.440475,-109.698725,10111
"579","40405670010690",63,"40405670010690",82824,43.390609,-109.523725,9054
"580","40405708010690",1,"40405708010690",80253,43.212671,-109.519034,10430
"581","40405729010690",10,"40405729010690",82000,43.120605,-109.402953,10496
"582","40405749010690",7,"40405749010690",86566,43.021659,-109.216629,9639
"583","40405767010690",2,"40405767010690",80861,42.934519,-109.097966,8924
"584","40405792010690",4,"40405792010690",83289,42.794171,-109.039991,9114
"585","40405797010690",8,"40405797010690",85272,42.755187,-109.105196,9935
"586","40405806010690",2,"40405806010690",85302,42.701908,-108.927762,8950
"587","40405815010690",48,"40405815010690",80268,42.660898,-108.928815,10261
"588","40405821010690",26,"40405821010690",82353,42.617244,-109.048967,9828
"589","40405877010690",4,"40405877010690",87738,43.64285,-109.995789,9270
"590","40405903010690",1,"40405903010690",89466,42.586788,-108.783864,8655
"591","40406305010690",3,"40406305010690",82195,42.368017,-110.692171,8100
"592","40406307010690",1,"40406307010690",82316,42.318315,-110.693059,8844
"593","40406663010690",2,"40406663010690",85858,44.928419,-110.934779,8302
"594","40406672010690",1,"40406672010690",89437,44.886693,-110.813064,7811
"595","40406674010690",8,"40406674010690",86850,44.883466,-110.500396,9157
"596","40406676010690",8,"40406676010690",89707,44.880263,-110.117302,8066
"597","40406680010690",7,"40406680010690",82585,44.873172,-109.467868,9231
"598","40406696010690",8,"40406696010690",83552,44.793173,-110.625128,8400
"599","40406705010690",8,"40406705010690",85315,44.745976,-110.621506,8215
"600","40406711010690",8,"40406711010690",87311,44.745659,-109.668465,8505
"601","40406733010690",2,"40406733010690",90372,44.660533,-110.430475,8234
"602","40406780010690",30,"40406780010690",86110,44.383897,-109.804885,9090
"603","40406795010690",91,"40406795010690",84293,44.294457,-109.622942,9676
"604","40406796010690",4,"40406796010690",81592,44.2888,-109.307927,8082
"605","40406799010690",4,"40406799010690",84247,44.253273,-110.001172,9131
"606","40406817010690",6,"40406817010690",85643,44.1609,-109.816783,9277
"607","40406833010690",46,"40406833010690",89883,44.020222,-109.810289,9576
"608","40406835010690",3,"40406835010690",90239,44.015708,-109.188683,8056
"609","40406839010690",1,"40406839010690",88532,43.985432,-110.002508,9402
"610","40406851010690",47,"40406851010690",86869,43.842427,-109.813717,9045
"611","40406852010690",2,"40406852010690",83263,43.834491,-109.139419,9630
"612","40406860010690",1,"40406860010690",89557,44.6785,-110.781064,7993
"613","40406866010690",35,"40406866010690",87464,44.538182,-109.82854,10032
"614","40406874010690",34,"40406874010690",86234,44.046749,-109.845239,9740
"615","40406876010690",1,"40406876010690",82955,43.998377,-109.482534,9833
"616","40407032010690",3,"40407032010690",80471,43.442139,-110.006698,9033
"617","40407035010690",11,"40407035010690",84786,43.395528,-109.886205,9710
"618","40407049010690",19,"40407049010690",87440,43.219324,-109.887586,10259
"619","40407051010690",2,"40407051010690",85531,43.170421,-110.321027,7174
"620","40407090010690",2,"40407090010690",84973,42.850489,-109.535522,9516
"621","40407096010690",11,"40407096010690",89920,42.771705,-110.572363,9615
"622","40407101010690",3,"40407101010690",85039,42.759241,-109.417343,9690
"623","40407115010690",1,"40407115010690",80398,42.669671,-109.228556,9332
"624","40407124010690",15,"40407124010690",80842,42.589229,-110.577772,9750
"625","40407183010690",12,"40407183010690",85362,42.600391,-109.101828,9460
"626","40407538010690",2,"40407538010690",85545,44.473862,-110.614553,8443
"627","40407544010690",12,"40407544010690",89049,44.386794,-110.808779,8289
"628","40407548010690",8,"40407548010690",88918,44.34421,-110.814968,8055
"629","40407551010690",8,"40407551010690",89710,44.301809,-110.951428,8200
"630","40407560010690",1,"40407560010690",84373,44.209597,-110.812277,8472
"631","40407564010690",26,"40407564010690",89323,44.200563,-110.177689,9851
"632","40407571010690",1,"40407571010690",82379,44.121287,-110.68837,6959
"633","40407583010690",8,"40407583010690",87390,44.032179,-110.437275,9209
"634","40407589010690",1,"40407589010690",81355,43.941578,-110.933556,8018
"635","40407597010690",10,"40407597010690",87113,43.89174,-110.19129,8706
"636","40407608010690",1,"40407608010690",83318,43.760675,-110.320895,8129
"637","40407611010690",2,"40407611010690",81357,43.717353,-110.4974,8426
"638","40407617010690",27,"40407617010690",84359,43.659256,-110.310414,8820
"639","40407626010690",4,"40407626010690",86961,43.579752,-110.508245,9099
"640","40407632010690",22,"40407632010690",86663,43.53324,-110.13712,9482
"641","40407634010690",9,"40407634010690",80410,43.489148,-110.623825,8567
"642","40407635010690",8,"40407635010690",85607,43.490615,-110.323606,9600
"643","40407643010690",4,"40407643010690",89912,43.400798,-110.505025,9741
"644","40407651010690",2,"40407651010690",84402,44.188681,-110.804407,8100
"645","40407652010690",1,"40407652010690",83278,44.181404,-110.462388,8295
"646","40407655010690",4,"40407655010690",85010,43.741882,-110.832245,9003
"647","4725875010690",30,"4725875010690",82219,44.707242,-111.374086,8481
"648","4752052010690",3,"4752052010690",91306,44.836104,-112.200151,7840
"649","4762340010690",12,"4762340010690",92595,45.337164,-111.063937,8772
"650","4771872010690",71,"4771872010690",83355,45.468255,-111.899771,8686
"651","4772299010690",5,"4772299010690",88978,44.838104,-111.694928,8516
"652","4772495010690",14,"4772495010690",90000,45.200952,-111.380222,8926
"653","4772794010690",5,"4772794010690",92144,44.856028,-112.049194,8019
"654","4772829010690",22,"4772829010690",93132,45.509397,-112.027436,9109
"655","4773004010690",6,"4773004010690",94919,45.674424,-112.047356,8343
"656","4775988010690",10,"4775988010690",80406,45.337536,-110.360639,9606
"657","4776075010690",5,"4776075010690",82818,45.965076,-110.350228,7864
"658","4776255010690",17,"4776255010690",85103,45.15373,-110.350858,9089
"659","4776341010690",4,"4776341010690",86068,45.153074,-110.682848,9114
"660","4776642010690",20,"4776642010690",91190,45.151701,-110.051175,9261
"661","4776777010690",65,"4776777010690",93671,45.114216,-110.553931,9011
"662","4776886010690",32,"4776886010690",93877,45.176142,-111.032158,8695
"663","4776991010690",7,"4776991010690",94430,45.472975,-110.878871,8118
"664","4777002010690",38,"4777002010690",94598,46.147,-110.354013,7951
"665","4784104010690",13,"4784104010690",81502,45.286281,-109.856558,9574
"666","4784178010690",1,"4784178010690",85216,45.331005,-110.038579,9512
"667","5429042010690",13,"5429042010690",89778,44.788746,-112.196763,8814
"668","5432054010690",36,"5432054010690",89278,45.190903,-109.658158,8607
"669","5432269010690",21,"5432269010690",93831,45.013969,-109.671928,9143
"670","5439400010690",3,"5439400010690",83260,44.732929,-111.359511,9114
"671","5439511010690",2,"5439511010690",83622,44.932864,-111.189395,9190
"672","5444121010690",6,"5444121010690",82522,46.046255,-112.364936,7977
"673","5455195010690",32,"5455195010690",84051,45.062298,-110.499801,8722
"674","5455432010690",1,"5455432010690",86256,45.062098,-110.623068,7642
"675","5455516010690",26,"5455516010690",86310,45.059381,-109.853805,9029
"676","5455635010690",20,"5455635010690",87986,45.045569,-110.347496,9316
"677","5464488010690",22,"5464488010690",86962,45.244146,-109.841961,9911
"678","5464972010690",2,"5464972010690",93163,45.377128,-109.979027,8497
"679","5465043010690",13,"5465043010690",94913,45.233556,-110.180475,9407
